scraped_at,make,model,variant,display_name,title_text,url,price_sek,year,mileage_km,source,status,price_rank,mileage_rank,year_rank,deal_score
2026-07-09T01:33:20,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/22027887,354900,2022,48680,market,active_or_seen,4.0,1.0,24.0,7.1000000000000005
2026-07-09T01:32:47,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/24623354,309800,2022,100980,market,active_or_seen,3.0,4.0,24.0,7.500000000000001
2026-07-09T01:33:22,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/23697492,324800,2023,118440,market,active_or_seen,1.0,14.0,14.5,7.6000000000000005
2026-07-09T01:32:58,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/24622782,369900,2023,55460,market,active_or_seen,5.0,8.0,14.5,7.800000000000001
2026-07-09T01:33:33,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/23351711,359800,2022,70210,market,active_or_seen,5.0,2.0,24.0,7.9
2026-07-09T01:33:31,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ,https://www.blocket.se/mobility/item/24601519,184700,2020,60600,market,active_or_seen,3.0,2.0,30.5,8.200000000000001
2026-07-09T01:34:03,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/24521945,349800,2023,93070,market,active_or_seen,3.0,13.0,14.5,8.3
2026-07-09T01:32:20,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ,https://www.blocket.se/mobility/item/24660167,129900,2019,153360,market,active_or_seen,1.0,3.0,36.0,8.6
2026-07-09T01:32:17,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ,https://www.blocket.se/mobility/item/24337645,169900,2019,73200,market,active_or_seen,2.5,1.0,36.0,8.75
2026-07-09T01:33:50,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ,https://www.blocket.se/mobility/item/24541787,104900,2020,236900,market,active_or_seen,1.0,8.0,30.5,9.0
2026-07-09T01:33:55,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ,https://www.blocket.se/mobility/item/24536350,169900,2019,99000,market,active_or_seen,2.5,2.0,36.0,9.05
2026-07-09T01:32:30,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/24635113,377990,2023,59200,market,active_or_seen,7.0,9.0,14.5,9.1
2026-07-09T01:34:01,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ,https://www.blocket.se/mobility/item/23916516,159800,2020,116070,market,active_or_seen,2.0,7.0,30.5,9.200000000000001
2026-07-09T01:32:14,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ,https://www.blocket.se/mobility/item/23770379,158900,2018,72760,market,active_or_seen,2.0,2.0,39.5,9.5
2026-07-09T01:33:25,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/24604171,374900,2023,80610,market,active_or_seen,6.0,12.0,14.5,9.5
2026-07-09T01:33:06,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ,https://www.blocket.se/mobility/item/24612927,129900,2017,132500,market,active_or_seen,1.0,2.0,42.5,9.6
2026-07-09T01:34:12,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ,https://www.blocket.se/mobility/item/21990500,139800,2018,110890,market,active_or_seen,1.0,4.0,39.5,9.6
2026-07-09T01:32:28,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/22486309,399700,2023,39580,market,active_or_seen,11.0,4.0,14.5,9.600000000000001
2026-07-09T01:32:36,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ,https://www.blocket.se/mobility/item/23620127,188900,2020,73850,market,active_or_seen,4.0,5.0,30.5,9.600000000000001
2026-07-09T01:32:42,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ,https://www.blocket.se/mobility/item/24626507,139900,2017,125780,market,active_or_seen,2.0,1.0,42.5,9.8
2026-07-09T01:32:25,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ,https://www.blocket.se/mobility/item/23433430,194900,2020,66720,market,active_or_seen,6.0,3.0,30.5,10.0
2026-07-09T01:34:14,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/24245602,398900,2023,49410,market,active_or_seen,10.0,7.0,14.5,10.0
2026-07-09T01:32:52,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/24623072,379900,2023,67900,market,active_or_seen,8.0,11.0,14.5,10.2
2026-07-09T01:33:03,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ,https://www.blocket.se/mobility/item/23805579,169900,2018,36710,market,active_or_seen,4.0,1.0,39.5,10.2
2026-07-09T01:33:17,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ,https://www.blocket.se/mobility/item/23620309,159800,2018,90850,market,active_or_seen,3.0,3.0,39.5,10.3
2026-07-09T01:33:36,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/23915839,404800,2023,36530,market,active_or_seen,13.0,3.0,14.5,10.3
2026-07-09T01:32:03,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/24669125,384500,2023,62940,market,active_or_seen,9.0,10.0,14.5,10.4
2026-07-09T01:32:39,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ,https://www.blocket.se/mobility/item/18343904,219700,2020,32650,market,active_or_seen,8.0,1.0,30.5,10.4
2026-07-09T01:34:17,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ,https://www.blocket.se/mobility/item/24344125,189900,2020,78030,market,active_or_seen,5.0,6.0,30.5,10.4
2026-07-09T01:33:52,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/23997580,429900,2023,33870,market,active_or_seen,14.0,2.0,14.5,10.5
2026-07-09T01:33:44,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/23062740,399900,2023,43430,market,active_or_seen,12.0,6.0,14.5,10.7
2026-07-09T01:33:47,Hyundai,IONIQ 5,IONIQ 5,Hyundai IONIQ 5,Hyundai IONIQ,https://www.blocket.se/mobility/item/18361552,199000,2020,67900,market,active_or_seen,7.0,4.0,30.5,10.8
2026-07-09T01:35:25,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/22443201,356000,2024,72200,market,active_or_seen,1.0,3.0,2.0,1.7999999999999998
2026-07-09T01:36:09,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/19647461,409800,2024,40980,market,active_or_seen,2.0,2.0,2.0,2.0
2026-07-09T01:35:39,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/24446520,419990,2024,21540,market,active_or_seen,3.0,1.0,2.0,2.2
2026-07-09T01:35:47,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ 6,https://www.blocket.se/mobility/item/24090980,349500,2023,63840,market,active_or_seen,3.0,6.0,9.0,5.1
2026-07-09T01:34:50,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/23428756,299900,2022,98170,market,active_or_seen,2.0,3.0,17.0,5.300000000000001
2026-07-09T01:35:20,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/24351885,299800,2022,108210,market,active_or_seen,1.0,5.0,17.0,5.4
2026-07-09T01:34:55,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/23697492,324800,2023,118440,market,active_or_seen,1.0,11.0,9.0,5.6
2026-07-09T01:35:09,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ 6,https://www.blocket.se/mobility/item/23797880,339800,2023,110490,market,active_or_seen,2.0,10.0,9.0,5.8
2026-07-09T01:35:31,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/24483599,359800,2022,44060,market,active_or_seen,4.5,1.0,17.0,5.95
2026-07-09T01:35:36,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/18323961,329800,2022,99920,market,active_or_seen,3.0,4.0,17.0,6.1000000000000005
2026-07-09T01:34:20,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ,https://www.blocket.se/mobility/item/24660167,129900,2019,153360,market,active_or_seen,1.0,1.0,27.0,6.2
2026-07-09T01:35:06,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/23351711,359800,2022,70210,market,active_or_seen,4.5,2.0,17.0,6.25
2026-07-09T01:35:17,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/24521945,349800,2023,93070,market,active_or_seen,4.5,8.0,9.0,6.45
2026-07-09T01:34:28,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/22486309,399700,2023,39580,market,active_or_seen,8.0,3.0,9.0,6.7
2026-07-09T01:35:28,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/24486173,349800,2023,98160,market,active_or_seen,4.5,9.0,9.0,6.749999999999999
2026-07-09T01:34:31,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ 5,https://www.blocket.se/mobility/item/24635113,377990,2023,59200,market,active_or_seen,7.0,5.0,9.0,6.8
2026-07-09T01:36:03,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ 6,https://www.blocket.se/mobility/item/24271930,359900,2023,78130,market,active_or_seen,6.0,7.0,9.0,6.8999999999999995
2026-07-09T01:35:12,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ,https://www.blocket.se/mobility/item/24541787,104900,2020,236900,market,active_or_seen,1.0,7.0,23.0,7.200000000000001
2026-07-09T01:35:23,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ,https://www.blocket.se/mobility/item/21990500,139800,2018,110890,market,active_or_seen,1.0,3.0,29.0,7.200000000000001
2026-07-09T01:35:55,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ,https://www.blocket.se/mobility/item/24324340,185990,2020,75100,market,active_or_seen,3.0,4.0,23.0,7.300000000000001
2026-07-09T01:35:52,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ 6,https://www.blocket.se/mobility/item/15124066,399900,2023,25400,market,active_or_seen,10.0,2.0,9.0,7.3999999999999995
2026-07-09T01:34:39,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ,https://www.blocket.se/mobility/item/24626507,139900,2017,125780,market,active_or_seen,1.0,2.0,31.5,7.4
2026-07-09T01:34:52,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ,https://www.blocket.se/mobility/item/23620309,159800,2018,90850,market,active_or_seen,2.0,2.0,29.0,7.4
2026-07-09T01:35:14,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ,https://www.blocket.se/mobility/item/23916516,159800,2020,116070,market,active_or_seen,2.0,6.0,23.0,7.4
2026-07-09T01:34:33,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ,https://www.blocket.se/mobility/item/23620127,188900,2020,73850,market,active_or_seen,4.0,3.0,23.0,7.5
2026-07-09T01:36:01,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ 6,https://www.blocket.se/mobility/item/24274401,399800,2023,51820,market,active_or_seen,9.0,4.0,9.0,7.5
2026-07-09T01:34:25,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ 6,https://www.blocket.se/mobility/item/20006380,419800,2023,19000,market,active_or_seen,11.0,1.0,9.0,7.6
2026-07-09T01:35:33,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ,https://www.blocket.se/mobility/item/23044217,144900,2017,103610,market,active_or_seen,2.0,1.0,31.5,7.6000000000000005
2026-07-09T01:35:42,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ,https://www.blocket.se/mobility/item/24445010,159900,2018,69000,market,active_or_seen,3.0,1.0,29.0,7.6000000000000005
2026-07-09T01:34:22,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ,https://www.blocket.se/mobility/item/23433430,194900,2020,66720,market,active_or_seen,5.0,2.0,23.0,7.700000000000001
2026-07-09T01:34:36,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ,https://www.blocket.se/mobility/item/18343904,219700,2020,32650,market,active_or_seen,7.0,1.0,23.0,8.4
2026-07-09T01:35:44,Hyundai,IONIQ 6,IONIQ 6,Hyundai IONIQ 6,Hyundai IONIQ,https://www.blocket.se/mobility/item/24440846,209500,2020,75120,market,active_or_seen,6.0,5.0,23.0,9.100000000000001
2026-07-09T01:29:25,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/23003887,569300,2026,8030,market,active_or_seen,1.0,1.0,1.0,1.0
2026-07-09T01:28:41,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/23405507,449900,2024,77750,market,active_or_seen,1.0,1.0,11.0,3.0
2026-07-09T01:27:43,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/22375878,479900,2025,15050,market,active_or_seen,1.0,5.0,6.0,3.2
2026-07-09T01:28:30,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24646054,539900,2025,7430,market,active_or_seen,5.0,1.0,6.0,4.0
2026-07-09T01:28:16,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24650591,519900,2025,27370,market,active_or_seen,2.0,8.0,6.0,4.6
2026-07-09T01:28:35,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24645797,539900,2025,12560,market,active_or_seen,5.0,3.0,6.0,4.6
2026-07-09T01:27:54,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24662131,539800,2025,29100,market,active_or_seen,3.0,9.0,6.0,5.3999999999999995
2026-07-09T01:28:32,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24645922,539900,2025,26580,market,active_or_seen,5.0,7.0,6.0,5.8
2026-07-09T01:27:32,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/22948236,555300,2025,12680,market,active_or_seen,7.0,4.0,6.0,5.9
2026-07-09T01:27:40,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/22239981,569900,2025,12300,market,active_or_seen,8.5,2.0,6.0,6.05
2026-07-09T01:29:16,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24617753,569900,2025,25380,market,active_or_seen,8.5,6.0,6.0,7.25
2026-07-09T01:28:05,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24659820,359990,2023,47740,market,active_or_seen,6.0,8.0,24.5,10.3
2026-07-09T01:28:57,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24632399,359800,2023,51730,market,active_or_seen,5.0,11.0,24.5,10.7
2026-07-09T01:28:38,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24639349,369900,2023,43560,market,active_or_seen,9.0,5.0,24.5,10.9
2026-07-09T01:29:30,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24609073,369800,2023,48730,market,active_or_seen,7.5,9.0,24.5,11.35
2026-07-09T01:28:27,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24646793,389000,2023,40450,market,active_or_seen,12.0,3.0,24.5,11.8
2026-07-09T01:29:22,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/23411695,372300,2023,47550,market,active_or_seen,10.0,7.0,24.5,12.0
2026-07-09T01:28:54,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24271893,269900,2022,208000,market,active_or_seen,1.0,11.0,43.0,12.399999999999999
2026-07-09T01:28:13,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24651241,279800,2022,121500,market,active_or_seen,2.0,10.0,43.0,12.6
2026-07-09T01:29:19,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/23411876,299700,2022,100510,market,active_or_seen,4.0,7.0,43.0,12.7
2026-07-09T01:28:49,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24635342,289800,2022,121150,market,active_or_seen,3.0,9.0,43.0,12.799999999999999
2026-07-09T01:29:03,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24628045,319000,2022,93000,market,active_or_seen,5.0,6.0,43.0,12.899999999999999
2026-07-09T01:29:11,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/23599179,368700,2022,62920,market,active_or_seen,7.0,3.0,43.0,13.0
2026-07-09T01:27:57,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24268861,334900,2023,79980,market,active_or_seen,2.0,24.0,24.5,13.1
2026-07-09T01:29:27,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24610653,385000,2022,49000,market,active_or_seen,8.0,2.0,43.0,13.2
2026-07-09T01:29:33,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/23961152,329700,2023,117260,market,active_or_seen,1.0,26.0,24.5,13.200000000000001
2026-07-09T01:27:46,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24663292,369800,2023,59150,market,active_or_seen,7.5,17.0,24.5,13.75
2026-07-09T01:29:05,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/23241448,358900,2023,77500,market,active_or_seen,4.0,23.0,24.5,13.799999999999999
2026-07-09T01:27:38,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24663859,339900,2023,91850,market,active_or_seen,3.0,25.0,24.5,13.9
2026-07-09T01:29:38,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24599578,359500,2022,103370,market,active_or_seen,6.0,8.0,43.0,14.0
2026-07-09T01:29:36,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24604484,399000,2022,75310,market,active_or_seen,9.0,4.0,43.0,14.3
2026-07-09T01:29:00,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/23438304,419900,2022,43870,market,active_or_seen,11.0,1.0,43.0,14.399999999999999
2026-07-09T01:27:35,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24294505,409900,2022,82050,market,active_or_seen,10.0,5.0,43.0,15.1
2026-07-09T01:28:00,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24660745,419000,2023,44710,market,active_or_seen,18.0,6.0,24.5,15.700000000000001
2026-07-09T01:28:11,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24655606,379900,2023,61970,market,active_or_seen,11.0,19.0,24.5,16.1
2026-07-09T01:27:51,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24269347,399700,2023,59010,market,active_or_seen,14.5,16.0,24.5,16.950000000000003
2026-07-09T01:28:19,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24649750,408700,2023,55000,market,active_or_seen,17.0,13.0,24.5,17.3
2026-07-09T01:29:08,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24626889,449900,2023,41660,market,active_or_seen,23.0,4.0,24.5,17.6
2026-07-09T01:27:49,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24439698,399600,2023,67860,market,active_or_seen,13.0,21.0,24.5,17.700000000000003
2026-07-09T01:27:29,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/23415005,459900,2023,32120,market,active_or_seen,25.0,2.0,24.5,18.0
2026-07-09T01:29:41,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24597264,473990,2023,26170,market,active_or_seen,26.0,1.0,24.5,18.200000000000003
2026-07-09T01:28:21,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24648538,399900,2023,60010,market,active_or_seen,16.0,18.0,24.5,18.299999999999997
2026-07-09T01:28:43,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24316354,399700,2023,75820,market,active_or_seen,14.5,22.0,24.5,18.75
2026-07-09T01:28:02,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24659856,439900,2023,57670,market,active_or_seen,20.0,14.0,24.5,19.1
2026-07-09T01:28:52,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24634844,449000,2023,53190,market,active_or_seen,22.0,12.0,24.5,19.5
2026-07-09T01:28:24,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24647665,457990,2023,48740,market,active_or_seen,24.0,10.0,24.5,19.9
2026-07-09T01:28:46,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/23771962,444800,2023,58830,market,active_or_seen,21.0,15.0,24.5,19.9
2026-07-09T01:29:44,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/23920956,419900,2023,65850,market,active_or_seen,19.0,20.0,24.5,20.4
2026-07-09T01:47:06,Kia,EV6,GT,Kia EV6 GT,Kia EV6,https://www.blocket.se/mobility/item/22772799,569300,2026,6850,market,active_or_seen,1.5,2.0,2.0,1.75
2026-07-09T01:46:23,Kia,EV6,GT,Kia EV6 GT,Kia EV6,https://www.blocket.se/mobility/item/23003887,569300,2026,8030,market,active_or_seen,1.5,3.0,2.0,2.05
2026-07-09T01:47:42,Kia,EV6,GT,Kia EV6 GT,Kia EV6,https://www.blocket.se/mobility/item/24470671,574900,2026,6350,market,active_or_seen,3.0,1.0,2.0,2.2
2026-07-09T01:46:01,Kia,EV6,GT,Kia EV6 GT,Kia EV6,https://www.blocket.se/mobility/item/23405507,449900,2024,77750,market,active_or_seen,1.0,1.0,9.0,2.6
2026-07-09T01:46:47,Kia,EV6,GT,Kia EV6 GT,Kia EV6,https://www.blocket.se/mobility/item/24482731,559000,2025,6000,market,active_or_seen,3.0,1.0,6.0,3.0
2026-07-09T01:45:36,Kia,EV6,GT,Kia EV6 GT,Kia EV6,https://www.blocket.se/mobility/item/22948236,555300,2025,12680,market,active_or_seen,2.0,3.0,6.0,3.1
2026-07-09T01:45:47,Kia,EV6,GT,Kia EV6 GT,Kia EV6,https://www.blocket.se/mobility/item/24662131,539800,2025,29100,market,active_or_seen,1.0,5.0,6.0,3.2
2026-07-09T01:45:41,Kia,EV6,GT,Kia EV6 GT,Kia EV6,https://www.blocket.se/mobility/item/22239981,569900,2025,12300,market,active_or_seen,4.5,2.0,6.0,4.050000000000001
2026-07-09T01:46:20,Kia,EV6,GT,Kia EV6 GT,Kia EV6,https://www.blocket.se/mobility/item/24617753,569900,2025,25380,market,active_or_seen,4.5,4.0,6.0,4.65
2026-07-09T01:47:20,Kia,EV6,GT,Kia EV6 GT,Kia Xceed,https://www.blocket.se/mobility/item/24512424,279900,2023,4510,market,active_or_seen,1.0,1.0,19.5,4.7
2026-07-09T01:45:44,Kia,EV6,GT,Kia EV6 GT,Kia EV6,https://www.blocket.se/mobility/item/24439698,399600,2023,67860,market,active_or_seen,7.0,11.0,19.5,10.7
2026-07-09T01:45:55,Kia,EV6,GT,Kia EV6 GT,Kia EV6,https://www.blocket.se/mobility/item/24649750,408700,2023,55000,market,active_or_seen,9.0,8.0,19.5,10.8
2026-07-09T01:45:50,Kia,EV6,GT,Kia EV6 GT,Kia EV6,https://www.blocket.se/mobility/item/24660745,419000,2023,44710,market,active_or_seen,11.0,5.0,19.5,10.9
2026-07-09T01:47:48,Kia,EV6,GT,Kia EV6 GT,Kia EV6,https://www.blocket.se/mobility/item/23598684,324700,2023,147170,market,active_or_seen,2.0,20.0,19.5,10.9
2026-07-09T01:47:34,Kia,EV6,GT,Kia EV6 GT,Kia EV6,https://www.blocket.se/mobility/item/24489155,329000,2023,130380,market,active_or_seen,3.0,19.0,19.5,11.100000000000001
2026-07-09T01:47:39,Kia,EV6,GT,Kia EV6 GT,Kia EV6,https://www.blocket.se/mobility/item/24480985,359900,2023,115980,market,active_or_seen,4.0,18.0,19.5,11.3
2026-07-09T01:47:15,Kia,EV6,GT,Kia EV6 GT,Kia EV6,https://www.blocket.se/mobility/item/24519181,364800,2023,97100,market,active_or_seen,5.0,17.0,19.5,11.5
2026-07-09T01:47:04,Kia,EV6,GT,Kia EV6 GT,Kia EV6,https://www.blocket.se/mobility/item/22809128,389900,2023,89000,market,active_or_seen,6.0,16.0,19.5,11.7
2026-07-09T01:46:03,Kia,EV6,GT,Kia EV6 GT,Kia EV6,https://www.blocket.se/mobility/item/24316354,399700,2023,75820,market,active_or_seen,8.0,14.0,19.5,12.1
2026-07-09T01:46:12,Kia,EV6,GT,Kia EV6 GT,Kia EV6,https://www.blocket.se/mobility/item/24271893,269900,2022,208000,market,active_or_seen,1.0,15.0,37.0,12.4
2026-07-09T01:46:50,Kia,EV6,GT,Kia EV6 GT,Kia EV6,https://www.blocket.se/mobility/item/23373877,318800,2022,145400,market,active_or_seen,2.0,14.0,37.0,12.600000000000001
