scraped_at,make,model,variant,display_name,title_text,url,price_sek,year,mileage_km,source,status
2026-07-05T20:31:30,BMW,i4,i4,BMW i4,BMW i4,https://www.blocket.se/mobility/item/24263727,249000,2023,206000,market,active_or_seen
2026-07-05T20:31:32,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/23373877,318800,2022,145400,market,active_or_seen
2026-07-05T20:31:35,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24572054,299800,2023,128500,market,active_or_seen
2026-07-05T20:31:38,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24263754,308900,2022,91620,market,active_or_seen
2026-07-05T20:31:41,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/21069896,509000,2025,17930,market,active_or_seen
2026-07-05T20:31:43,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/23785395,369900,2023,41310,market,active_or_seen
2026-07-05T20:31:46,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24543401,399900,2022,62330,market,active_or_seen
2026-07-05T20:31:49,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/13888940,359000,2023,47600,market,active_or_seen
2026-07-05T20:31:52,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24540517,358900,2022,101110,market,active_or_seen
2026-07-05T20:31:54,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/23996725,329800,2022,130260,market,active_or_seen
2026-07-05T20:31:57,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/23831283,385000,2023,16120,market,active_or_seen
2026-07-05T20:32:00,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24536633,369900,2023,40100,market,active_or_seen
2026-07-05T20:32:03,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24535106,519900,2025,21780,market,active_or_seen
2026-07-05T20:32:05,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24149266,389800,2022,64050,market,active_or_seen
2026-07-05T20:32:08,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24151957,314700,2023,158470,market,active_or_seen
2026-07-05T20:32:11,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24354333,339800,2022,119670,market,active_or_seen
2026-07-05T20:32:13,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/22809128,389900,2023,89000,market,active_or_seen
2026-07-05T20:32:16,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24098351,329900,2023,115170,market,active_or_seen
2026-07-05T20:32:19,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24325387,308900,2022,97270,market,active_or_seen
2026-07-05T20:32:22,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/22772799,569300,2026,6850,market,active_or_seen
2026-07-05T20:32:25,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24526942,479000,2023,29000,market,active_or_seen
2026-07-05T20:32:27,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/23801942,355000,2023,46900,market,active_or_seen
2026-07-05T20:32:30,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24524056,359000,2023,92630,market,active_or_seen
2026-07-05T20:32:33,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24523710,339900,2023,99220,market,active_or_seen
2026-07-05T20:32:36,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24523622,379900,2023,45280,market,active_or_seen
2026-07-05T20:32:38,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24521877,339000,2023,88140,market,active_or_seen
2026-07-05T20:32:41,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24520489,399900,2023,44420,market,active_or_seen
2026-07-05T20:32:44,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24519881,407990,2023,66910,market,active_or_seen
2026-07-05T20:32:47,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24519890,469990,2023,68960,market,active_or_seen
2026-07-05T20:32:49,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24519704,379000,2023,62230,market,active_or_seen
2026-07-05T20:32:52,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24519181,364800,2023,97100,market,active_or_seen
2026-07-05T20:32:55,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24518580,519900,2025,3400,market,active_or_seen
2026-07-05T20:32:58,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24518573,309900,2022,115000,market,active_or_seen
2026-07-05T20:33:00,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24517017,489800,2024,29640,market,active_or_seen
2026-07-05T20:33:03,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24516369,429900,2023,65000,market,active_or_seen
2026-07-05T20:33:06,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24516135,399600,2022,65830,market,active_or_seen
2026-07-05T20:33:09,Kia,EV6,EV6,Kia EV6,Kia Xceed,https://www.blocket.se/mobility/item/24512424,279900,2023,4510,market,active_or_seen
2026-07-05T20:33:11,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24335343,359900,2023,85900,market,active_or_seen
2026-07-05T20:33:14,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24511036,328000,2023,72210,market,active_or_seen
2026-07-05T20:33:17,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24510514,409900,2023,73540,market,active_or_seen
2026-07-05T20:33:20,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24510225,429900,2023,30200,market,active_or_seen
2026-07-05T20:33:22,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24509840,319900,2023,109530,market,active_or_seen
2026-07-05T20:33:25,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24508583,711400,2026,0,market,active_or_seen
2026-07-05T20:33:28,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/23455428,339000,2023,53420,market,active_or_seen
2026-07-05T20:33:31,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24311742,418900,2023,53300,market,active_or_seen
2026-07-05T20:33:33,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24497323,408990,2023,50140,market,active_or_seen
2026-07-05T20:33:36,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/21766203,384800,2022,65380,market,active_or_seen
2026-07-05T20:33:39,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24494787,622800,2026,0,market,active_or_seen
2026-07-05T20:33:42,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24494138,379900,2023,45590,market,active_or_seen
2026-07-05T20:33:44,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24493987,449900,2024,48850,market,active_or_seen
2026-07-05T20:33:47,Kia,EV6,EV6,Kia EV6,Kia EV6,https://www.blocket.se/mobility/item/24491814,409900,2023,44180,market,active_or_seen
